idx,question,context,true_label,baseline_sim,trained_sim,improvement
367,Delays in time to primary treatment after a diagnosis of breast cancer: does it impact survival?,Treatment delays in breast cancer are generally thought to affect prognosis but the impact on survival remains unclear. Indicators for breast cancer care include time to primary treatment. The purpose of this study was to evaluate whether time to primary treatment (TPT) in breast cancer impacts survival.,1,0.8266274929046631,0.7371429374679594,-0.08948455543670364
368,Is trabecular bone related to primary stability of miniscrews?,"Consecutive patients from routine diagnostic studies (1.5 T, 0.1 mmol gadopentetate dimeglumine, dynamic gradient-echo sequences at 1-minute intervals) were analyzed prospectively using CAD. Dynamic sequences were processed and reduced to a parametric map. Curve types were classified by initial signal increase (not significant, intermediate, and strong) and the delayed time course of signal intensity (continuous, plateau, and washout). Lesion enhancement was measured using CAD. The most suspect curve, the curve-type distribution percentage, and combined dynamic data were compared. Statistical analysis included logistic regression analysis and receiver-operating characteristic analysis.",0,0.717975378036499,0.6160672129992959,-0.10190816503720312
369,Is perforation of the appendix a risk factor for tubal infertility and ectopic pregnancy?,"Median TPT was 18 days. Majority 508 (69.1%) of the patients received treatment within 30 days after diagnosis. The majority was surgically treated. Ethnicity (p=0.002) and stage at presentation (p=0.007) were significantly associated with delayed TPT. Malay ethnicity had delayed TPT compared to the Chinese; Hazard Ratio (HR) 1.9 (Confidence Interval (CI) 1.237, 2.987). Delayed TPT did not affect overall survival on univariate and multivariate analyses.",0,0.7730022668838501,0.6494253088093966,-0.12357695807445346
370,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,"The presence of T2 HIA on MRI (P=0.002), the number of T2 HIA on MRI (P=0.002) and conversion to surgery (P=0.015) were found to be significantly associated with a poorer recovery at the observational final follow-up. Further, the presence of the pyramidal tract sign (P=0.043) was significantly associated with a poor recovery at the final follow-up after surgery.",0,0.7317636609077454,0.4610013355566929,-0.27076232535105244
371,Is extended aortic replacement in acute type A dissection justifiable?,"Extended replacement of the dissected ascending aorta and aortic arch can be done with good early and midterm results, even though it requires a complex surgical technique. Therefore we advocate complete replacement of the dissected parts of the aorta in all patients in whom this is technically possible.",1,0.7787806987762451,0.7558375827069137,-0.022943116069331415
372,Can static foot posture measurements predict regional plantar surface area?,"Of 83 patients examined by flexible cystoscopy, 26 were found to have a tumour or a suspicious lesion. One tumour was missed by the UNP and one by the urologist; each tumour was minute. Analysis using the chance-corrected proportional agreement (Kappa) was 0.94, indicating very close agreement.",0,0.7218360900878906,0.4908657075160944,-0.23097038257179625
373,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,Acute hepatitis C in the post universal blood products screening era was found to be predominantly an iatrogenic disease in the investigated localities. This finding should direct attention and resources towards the development and implementation of preventive measures.,1,0.8084203004837036,0.7417080573993386,-0.06671224308436496
374,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,An active learning curriculum integrated into a clinical clerkship can change learners' attitudes towards patient safety. Students found the curriculum relevant and recommended its continuation.,1,0.8667891621589661,0.7632470425436119,-0.1035421196153542
375,Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,To determine if composite measures based on process indicators are consistent with short-term outcome indicators in surgical colorectal cancer care.,1,0.8920890092849731,0.834212562181208,-0.05787644710376516
376,Is extended aortic replacement in acute type A dissection justifiable?,"The aim of this study was to evaluate the effectiveness of our surgical strategy for acute aortic dissection based on the extent of the dissection and the site of the entry, with special emphasis on resection of all dissected aortic segments if technically possible.",1,0.8451809287071228,0.8177774298317608,-0.027403498875361976
377,Do foreign bodies migrate through the body towards the heart?,"The study allows us to determine that FB can move through the body but not towards the heart. The study also serves as a warning sign: in cases of prolonged histories of FB ingestion, imaging studies are mandatory before endoscopic examination.",1,0.7033865451812744,0.5935233114336627,-0.10986323374761175
378,Cycloplegic autorefraction in young adults: is it mandatory?,"Young hypermetropic adults possessed +1 to +2 D of latent hypermetropia. In contrast, young myopic adults revealed pseudomyopia of -0.5 D. Cycloplegic refraction should be performed in young hypermetropic adults complaining of various signs of asthenopia.",1,0.7078919410705566,0.5908511006648733,-0.1170408404056833
